"country"	"year"	"continent"	"population"	"life_exp"	"gdp_per_cap"	"gini"
"Estonia"	1958	"europe"	1190000	68.1	6870	41
"Ethiopia"	1958	"africa"	21200000	31.5	631	49.5
"Fiji"	1958	"asia"	368000	58.7	3400	35.3
"Finland"	1958	"europe"	4360000	68.4	9330	34.1
"France"	1958	"europe"	44800000	70.4	10700	41.8
"Gabon"	1958	"africa"	491000	43	1230	60.7
"Gambia"	1958	"africa"	344000	44.2	1120	39.6
"Georgia"	1958	"europe"	3880000	60.3	3130	29.1
"Germany"	1958	"europe"	72500000	69.1	12800	31.9
"Ghana"	1958	"africa"	6250000	49.6	2090	38.1
"Greece"	1958	"europe"	8180000	69.5	5800	44.9
"Grenada"	1958	"americas"	86500	62	1980	40
"Guatemala"	1958	"americas"	3970000	43.5	3260	54.1
"Guinea"	1958	"africa"	3470000	41.5	754	51
"Guinea-Bissau"	1958	"africa"	601000	38.4	1190	39.2
"Guyana"	1958	"americas"	536000	59.1	3280	43.2
"Haiti"	1958	"americas"	3720000	39.8	2360	57.8
"Honduras"	1958	"americas"	1930000	48.6	2470	66.2
"Hungary"	1958	"europe"	9940000	67.3	8360	21.7
"Iceland"	1958	"europe"	168000	73.5	11000	25.8
"India"	1958	"asia"	432000000	40.1	998	34.8
"Indonesia"	1958	"asia"	83300000	44.1	1660	44.1
"Iran"	1958	"asia"	20800000	47.4	4780	55.1
"Iraq"	1958	"asia"	6950000	47.2	5540	45.9
"Ireland"	1958	"europe"	2850000	69.6	7030	43.3
"Israel"	1958	"asia"	1940000	66.7	6160	34.8
"Italy"	1958	"europe"	49200000	68.8	9250	41.3
"Jamaica"	1958	"americas"	1590000	63.4	5000	43.8
"Japan"	1958	"asia"	91900000	67.3	4060	27.6
"Jordan"	1958	"asia"	832000	52.6	3870	36.9
"Kazakhstan"	1958	"asia"	9170000	58.5	8100	37.4
"Kenya"	1958	"africa"	7630000	49.4	1920	75.4
"Kiribati"	1958	"asia"	39300	48.7	2650	37
"Kuwait"	1958	"asia"	222000	61.5	15700	40
"Kyrgyz Republic"	1958	"asia"	2050000	54.6	2680	35.6
"Lao"	1958	"asia"	2030000	39.3	1220	35.2
"Latvia"	1958	"europe"	2080000	67.9	5270	28.2
"Lebanon"	1958	"asia"	1690000	63.1	8250	45.8
"Lesotho"	1958	"africa"	824000	51	530	56
"Liberia"	1958	"africa"	1070000	40.6	1700	36.5
"Libya"	1958	"africa"	1360000	46	9100	40
"Lithuania"	1958	"europe"	2700000	68.2	8700	29.6
"Luxembourg"	1958	"europe"	310000	68	21700	27.9
"Macedonia, FYR"	1958	"europe"	1450000	60.2	3440	39.5
"Madagascar"	1958	"africa"	4860000	43.6	2250	43.3
"Malawi"	1958	"africa"	3460000	39.7	510	45.2
"Malaysia"	1958	"asia"	7680000	58.4	2760	45.7
"Maldives"	1958	"asia"	85500	31.4	1040	41.3
"Mali"	1958	"africa"	5150000	33.6	809	52.2
"Malta"	1958	"europe"	311000	66.2	2740	28
"Mauritania"	1958	"africa"	811000	45.9	1520	40.3
"Mauritius"	1958	"africa"	623000	54.6	2580	38.6
"Mexico"	1958	"americas"	35800000	56.3	5700	47.3
"Micronesia, Fed. Sts."	1958	"asia"	41700	55.3	1370	42.4
"Moldova"	1958	"europe"	2850000	59.2	3560	21
"Mongolia"	1958	"asia"	910000	46	1130	32
"Montenegro"	1958	"europe"	470000	64.6	5610	30.2
"Morocco"	1958	"africa"	11600000	49.8	2030	44.3
"Mozambique"	1958	"africa"	7100000	40.4	456	52.7
"Myanmar"	1958	"asia"	20100000	39.6	719	31.7
"Namibia"	1958	"africa"	575000	50	4250	48
"Nepal"	1958	"asia"	9750000	42.8	937	30.3
"Netherlands"	1958	"europe"	11100000	73.3	11800	39.1
"New Zealand"	1958	"asia"	2280000	71.1	15700	33.6
"Nicaragua"	1958	"americas"	1660000	49.3	4430	46.6
"Niger"	1958	"africa"	3210000	41.6	1120	37.2
"Nigeria"	1958	"africa"	43400000	47.6	3100	49.1
"North Korea"	1958	"asia"	10800000	55.8	1500	37
"Norway"	1958	"europe"	3520000	73.4	14200	28.3
"Oman"	1958	"asia"	528000	41.2	4290	40
"Pakistan"	1958	"asia"	42900000	47	1200	32.7
"Palestine"	1958	"asia"	1030000	53.5	1170	34
"Panama"	1958	"americas"	1070000	62	3820	57.2
"Papua New Guinea"	1958	"asia"	1930000	43.1	1060	52.4
"Paraguay"	1958	"americas"	1810000	66.9	3080	40.8
"Peru"	1958	"americas"	9520000	42.1	5020	54.9
"Philippines"	1958	"asia"	24600000	59.1	2540	44.5
"Poland"	1958	"europe"	28700000	65.9	5980	21.6
"Portugal"	1958	"europe"	8830000	64	4940	47.1
"Qatar"	1958	"asia"	41500	58.9	9750	40
"Romania"	1958	"europe"	18200000	64.2	5620	19.6
"Russia"	1958	"europe"	117000000	66.5	10400	26.9
"Rwanda"	1958	"africa"	2780000	43.5	610	36.1
"Samoa"	1958	"asia"	102000	56.8	3260	42.1
"Sao Tome and Principe"	1958	"africa"	62300	51.2	1250	32.1
"Saudi Arabia"	1958	"asia"	3860000	53.5	7600	40
"Senegal"	1958	"africa"	3040000	44.8	2000	62.6
"Serbia"	1958	"europe"	7440000	63.7	5970	38.4
"Seychelles"	1958	"africa"	40300	59.6	5600	41.3
"Sierra Leone"	1958	"africa"	2240000	38.3	1220	52.1
"Singapore"	1958	"asia"	1510000	64.9	4140	47.3
"Slovak Republic"	1958	"europe"	4020000	69.5	7950	26.7
"Slovenia"	1958	"europe"	1560000	66.9	6960	29.8
"Solomon Islands"	1958	"asia"	111000	48.4	1080	46.1
"Somalia"	1958	"africa"	2640000	43.1	1180	46.4
"South Africa"	1958	"africa"	16600000	51.7	7700	63.3
"South Korea"	1958	"asia"	23800000	52.2	1210	31.2
"South Sudan"	1958	"africa"	2850000	40.8	2250	45
"Spain"	1958	"europe"	29900000	68.6	5850	25.4
"Sri Lanka"	1958	"asia"	9410000	59.1	1890	36.8
"St. Lucia"	1958	"americas"	88300	57.8	2120	42.6
"St. Vincent and the Grenadines"	1958	"americas"	78200	55.5	2750	40
"Sudan"	1958	"africa"	7120000	47.6	2100	39.6
"Suriname"	1958	"americas"	273000	60	6630	45.6
"Swaziland"	1958	"africa"	332000	46.2	1670	60.5
"Sweden"	1958	"europe"	7390000	73	14000	25.2
"Switzerland"	1958	"europe"	5140000	71.2	25100	36.9
"Syria"	1958	"asia"	4290000	56	2260	34.5
"Tajikistan"	1958	"asia"	1960000	52.2	3240	31.9
"Tanzania"	1958	"africa"	9510000	47.7	1030	37.6
"Thailand"	1958	"asia"	25800000	56.4	1310	40.8
"Timor-Leste"	1958	"asia"	483000	35.9	716	35.9
"Togo"	1958	"africa"	1540000	42.9	1150	56.2
"Tonga"	1958	"asia"	58500	61.2	1510	37.7
"Trinidad and Tobago"	1958	"americas"	809000	61.6	7220	45.6
"Tunisia"	1958	"africa"	4080000	45.4	2090	60.5
"Turkey"	1958	"europe"	26200000	47.5	5450	50.5
"Turkmenistan"	1958	"asia"	1500000	51.5	6710	32
"Uganda"	1958	"africa"	6400000	44	843	52.2
"Ukraine"	1958	"europe"	41600000	67.5	5290	32.8
"United Arab Emirates"	1958	"asia"	84600	52.7	1410	40
"United Kingdom"	1958	"europe"	51800000	70.6	12800	28.8
"United States"	1958	"americas"	181000000	69.7	17000	35
"Uruguay"	1958	"americas"	2470000	67.2	8830	48.1
"Uzbekistan"	1958	"asia"	8010000	58.4	2260	35.6
"Vanuatu"	1958	"asia"	60000	48.7	1440	37.6
"Venezuela"	1958	"americas"	7560000	59.9	13500	62.9
"Vietnam"	1958	"asia"	30800000	52.8	1130	36.7
"Yemen"	1958	"asia"	5000000	31	1400	37.5
"Zambia"	1958	"africa"	2870000	49.6	2880	64.4
"Zimbabwe"	1958	"africa"	3520000	53	1940	37.8
"Afghanistan"	1959	"asia"	8830000	37.9	1190	34.5
"Albania"	1959	"europe"	1590000	61.6	2660	26.6
"Algeria"	1959	"africa"	10800000	51.4	6190	39.7
"Angola"	1959	"africa"	5540000	41.8	3770	55.9
"Antigua and Barbuda"	1959	"americas"	54700	62.4	4310	40
"Argentina"	1959	"americas"	20300000	63.9	8510	41.9
"Armenia"	1959	"europe"	1810000	61.7	2350	41
"Australia"	1959	"asia"	10100000	70.8	14100	35.3
"Austria"	1959	"europe"	7040000	68.4	11200	28.6
"Azerbaijan"	1959	"europe"	3770000	57.4	4720	42.8
"Bahamas"	1959	"americas"	104000	61.6	14300	40
"Bahrain"	1959	"asia"	157000	51.4	22100	40
"Bangladesh"	1959	"asia"	46800000	43.3	1020	25.2
"Barbados"	1959	"americas"	230000	64	4750	48.2
"Belarus"	1959	"europe"	8100000	67.8	3680	27.8
"Belgium"	1959	"europe"	9110000	70.3	12100	30
"Belize"	1959	"americas"	89500	60.2	1990	60.3
"Benin"	1959	"africa"	2400000	40.5	1180	35.7
"Bhutan"	1959	"asia"	218000	41.1	940	40.9
"Bolivia"	1959	"americas"	3620000	46	2640	43.9
"Bosnia and Herzegovina"	1959	"europe"	3170000	59.9	1690	30
"Botswana"	1959	"africa"	513000	51.7	962	53.5
"Brazil"	1959	"americas"	70100000	56.3	4190	43.9
"Brunei"	1959	"asia"	77900	60.5	65900	40
"Bulgaria"	1959	"europe"	7820000	66.4	4480	22.6
"Burkina Faso"	1959	"africa"	4760000	38.1	649	47.7
"Burundi"	1959	"africa"	2730000	41.7	646	36
"Cambodia"	1959	"asia"	5580000	43.8	1500	42
"Cameroon"	1959	"africa"	5070000	45.6	1820	35.7
"Canada"	1959	"americas"	17500000	70.8	14300	33.1
"Cape Verde"	1959	"africa"	200000	53.4	807	52.5
"Central African Republic"	1959	"africa"	1480000	40.9	1440	64.9
"Chad"	1959	"africa"	2950000	44.1	1490	25.5
"Chile"	1959	"americas"	7550000	57.8	5630	65.1
"China"	1959	"asia"	648000000	37.5	961	25.4
"Colombia"	1959	"americas"	16000000	60.3	3460	60.8
"Comoros"	1959	"africa"	188000	45.8	968	43.5
"Congo, Dem. Rep."	1959	"africa"	14900000	46.2	2090	42.4
"Congo, Rep."	1959	"africa"	1010000	44.3	2140	42.3
"Costa Rica"	1959	"americas"	1290000	62.8	4070	45.8
"Cote d Ivoire"	1959	"africa"	3440000	41.6	2360	46.4
"Croatia"	1959	"europe"	4160000	63.9	7290	21.7
"Cuba"	1959	"americas"	7010000	65	9440	37.5
"Cyprus"	1959	"europe"	567000	67.3	5310	30.1
"Czech Republic"	1959	"europe"	9550000	70	11100	20.4
"Denmark"	1959	"europe"	4550000	72.2	15000	23.1
"Djibouti"	1959	"africa"	79600	52	3640	36.5
"Dominican Republic"	1959	"americas"	3180000	56.1	2610	42.1
"Ecuador"	1959	"americas"	4420000	56.8	4280	41.9
"Egypt"	1959	"africa"	26300000	46.9	1930	24.8
"El Salvador"	1959	"americas"	2690000	52.4	3970	41.2
"Equatorial Guinea"	1959	"africa"	252000	40.1	607	40
"Eritrea"	1959	"africa"	1360000	41.1	890	40
"Estonia"	1959	"europe"	1200000	68.5	6690	41.8
"Ethiopia"	1959	"africa"	21700000	38.3	636	50.3
"Fiji"	1959	"asia"	380000	59.2	3480	35.3
"Finland"	1959	"europe"	4400000	68.5	9810	34
"France"	1959	"europe"	45300000	70.5	10900	42.1
"Gabon"	1959	"africa"	495000	43.3	1330	62.6
"Gambia"	1959	"africa"	357000	44.6	1150	39.6
"Georgia"	1959	"europe"	3940000	60.6	3040	29
"Germany"	1959	"europe"	73000000	69.3	13700	32.2
"Ghana"	1959	"africa"	6450000	50.2	2140	38.7
"Greece"	1959	"europe"	8230000	70	5950	45.7
"Grenada"	1959	"americas"	88300	62.5	2030	40
"Guatemala"	1959	"americas"	4090000	44	3320	55
"Guinea"	1959	"africa"	3520000	41.8	785	51.8
"Guinea-Bissau"	1959	"africa"	609000	38.7	1180	39.4
"Guyana"	1959	"americas"	554000	59.3	3190	43.2
"Haiti"	1959	"americas"	3790000	40.3	2200	58.7
"Honduras"	1959	"americas"	1980000	49.3	2450	66.3
"Hungary"	1959	"europe"	9970000	67.2	8690	21.6
"Iceland"	1959	"europe"	172000	72.8	11000	25.8
"India"	1959	"asia"	441000000	40.8	996	34.3
"Indonesia"	1959	"asia"	85500000	45	1710	43.1
"Iran"	1959	"asia"	21400000	48	5060	55.6
"Iraq"	1959	"asia"	7120000	48.5	5610	45.8
"Ireland"	1959	"europe"	2830000	69.7	7340	43.6
"Israel"	1959	"asia"	2010000	67	6750	34.9
"Italy"	1959	"europe"	49400000	69.2	9760	41.2
"Jamaica"	1959	"americas"	1610000	64.1	5180	43.6
"Japan"	1959	"asia"	92800000	67.7	4360	28.3
"Jordan"	1959	"asia"	885000	53.4	3990	36.9
"Kazakhstan"	1959	"asia"	9580000	59	7870	37.5
"Kenya"	1959	"africa"	7860000	50.1	1800	76
"Kiribati"	1959	"asia"	40200	49.3	2740	37
"Kuwait"	1959	"asia"	243000	62.3	17400	40
"Kyrgyz Republic"	1959	"asia"	2110000	55	2730	36.2
"Lao"	1959	"asia"	2070000	39.5	1230	35.2
"Latvia"	1959	"europe"	2100000	69.3	5120	28
"Lebanon"	1959	"asia"	1750000	63.4	8820	45.9
"Lesotho"	1959	"africa"	838000	51.7	536	56
"Liberia"	1959	"africa"	1100000	40.9	1750	36.5
"Libya"	1959	"africa"	1400000	47.6	9580	40
"Lithuania"	1959	"europe"	2740000	67.7	8450	29.3
"Luxembourg"	1959	"europe"	312000	68.3	21700	27.8
"Macedonia, FYR"	1959	"europe"	1470000	60.9	3830	39.5
"Madagascar"	1959	"africa"	4980000	44.2	2290	44.1
"Malawi"	1959	"africa"	3540000	40	518	46.1
"Malaysia"	1959	"asia"	7910000	59	2870	46.4
"Maldives"	1959	"asia"	87600	31.8	1060	41.3
"Mali"	1959	"africa"	5210000	33.8	825	53
"Malta"	1959	"europe"	311000	66.4	2760	28
"Mauritania"	1959	"africa"	834000	46.8	1560	40.3
"Mauritius"	1959	"africa"	641000	55.7	2660	38.6
"Mexico"	1959	"americas"	37000000	57	5710	47.4
"Micronesia, Fed. Sts."	1959	"asia"	43100	55.7	1400	42.4
"Moldova"	1959	"europe"	2930000	59.5	3460	20.9
"Mongolia"	1959	"asia"	931000	46.8	1170	32
"Montenegro"	1959	"europe"	478000	65.3	6260	30.2
"Morocco"	1959	"africa"	12000000	50.3	1990	45
"Mozambique"	1959	"africa"	7240000	41.1	471	53.5
"Myanmar"	1959	"asia"	20500000	40.2	810	32.2
"Namibia"	1959	"africa"	588000	50.8	4380	48.8
"Nepal"	1959	"asia"	9910000	43.3	951	30.4
"Netherlands"	1959	"europe"	11300000	73.3	12200	39.5
"New Zealand"	1959	"asia"	2320000	71	16500	33
"Nicaragua"	1959	"americas"	1720000	50	4360	47.2
"Niger"	1959	"africa"	3300000	41.8	1140	37.9
"Nigeria"	1959	"africa"	44300000	48.3	3160	49
"North Korea"	1959	"asia"	11100000	56.6	1450	37
"Norway"	1959	"europe"	3550000	73.5	14700	28.2
"Oman"	1959	"asia"	539000	42.1	4470	40
"Pakistan"	1959	"asia"	43900000	48.1	1180	32.6
"Palestine"	1959	"asia"	1050000	54	1150	34
"Panama"	1959	"americas"	1100000	62.6	3960	57.3
"Papua New Guinea"	1959	"asia"	1970000	43.7	1080	52.5
"Paraguay"	1959	"americas"	1850000	67.2	2990	40.8
"Peru"	1959	"americas"	9780000	42.5	4890	55.8
"Philippines"	1959	"asia"	25400000	59.4	2640	44.7
"Poland"	1959	"europe"	29200000	65.5	6070	21.9
"Portugal"	1959	"europe"	8860000	63.2	5160	47
"Qatar"	1959	"asia"	44100	59.6	12300	40
"Romania"	1959	"europe"	18400000	65.1	5840	19.5
"Russia"	1959	"europe"	118000000	67.2	10100	26.4
"Rwanda"	1959	"africa"	2860000	43.8	631	36.6
"Samoa"	1959	"asia"	105000	57.5	3300	42.1
"Sao Tome and Principe"	1959	"africa"	63500	51.9	1120	32.1
"Saudi Arabia"	1959	"asia"	3970000	54.2	8830	40
"Senegal"	1959	"africa"	3120000	45.2	2030	64
"Serbia"	1959	"europe"	7500000	64.3	6620	38.5
"Seychelles"	1959	"africa"	40800	60.2	5740	41.3
"Sierra Leone"	1959	"africa"	2270000	38.7	1270	52.3
"Singapore"	1959	"asia"	1570000	65.5	4660	46.4
"Slovak Republic"	1959	"europe"	4080000	69.1	8240	26.4
"Slovenia"	1959	"europe"	1580000	67.2	7740	30.2
"Solomon Islands"	1959	"asia"	114000	49	1090	46.1
"Somalia"	1959	"africa"	2700000	43.6	1220	46.4
"South Africa"	1959	"africa"	17000000	52.2	7800	64.6
"South Korea"	1959	"asia"	24600000	52.9	1190	31.4
"South Sudan"	1959	"africa"	2900000	41.5	2460	45
"Spain"	1959	"europe"	30200000	68.5	5680	25
"Sri Lanka"	1959	"asia"	9640000	59.6	1870	36.5
"St. Lucia"	1959	"americas"	89000	58.6	2220	42.6
"St. Vincent and the Grenadines"	1959	"americas"	79600	56.6	2840	40
"Sudan"	1959	"africa"	7330000	48	2300	39.4
"Suriname"	1959	"americas"	282000	60.4	6790	45.7
"Swaziland"	1959	"africa"	341000	46.6	1730	60.5
"Sweden"	1959	"europe"	7440000	73.2	14600	25.1
"Switzerland"	1959	"europe"	5210000	71.3	26400	36.8
"Syria"	1959	"asia"	4430000	56.6	2280	34.5
"Tajikistan"	1959	"asia"	2020000	52.6	3140	31.7
"Tanzania"	1959	"africa"	9790000	48	1050	38
"Thailand"	1959	"asia"	26600000	57	1420	41.1
"Timor-Leste"	1959	"asia"	491000	36.5	717	35.9
"Togo"	1959	"africa"	1560000	43.7	1160	57.3
"Tonga"	1959	"asia"	59900	61.5	1520	37.7
"Trinidad and Tobago"	1959	"americas"	829000	62.3	7400	45.8
"Tunisia"	1959	"africa"	4120000	46	1970	61.8
"Turkey"	1959	"europe"	26800000	48.3	5060	50.9
"Turkmenistan"	1959	"asia"	1550000	51.9	6520	31.8
"Uganda"	1959	"africa"	6590000	44.6	863	52.8
"Ukraine"	1959	"europe"	42100000	67.8	5140	32.7
"United Arab Emirates"	1959	"asia"	87400	53.8	1580	40
"United Kingdom"	1959	"europe"	52100000	70.7	13200	28.7
"United States"	1959	"americas"	184000000	69.9	17900	34.9
"Uruguay"	1959	"americas"	2510000	67.5	7890	47.5
"Uzbekistan"	1959	"asia"	8270000	58.9	2200	35.7
"Vanuatu"	1959	"asia"	61800	49.4	1460	37.6
"Venezuela"	1959	"americas"	7850000	60.5	13400	63
"Vietnam"	1959	"asia"	31700000	53.4	1140	36.7
"Yemen"	1959	"asia"	5090000	32	1410	37.5
"Zambia"	1959	"africa"	2950000	50.1	3120	65.4
"Zimbabwe"	1959	"africa"	3630000	53.4	1990	38.4
"Afghanistan"	1960	"asia"	9000000	38.6	1210	34.4
"Albania"	1960	"europe"	1640000	62.7	2790	26.7
"Algeria"	1960	"africa"	11100000	52	6520	39.7
"Angola"	1960	"africa"	5640000	42.4	3860	55.8
"Antigua and Barbuda"	1960	"americas"	55300	62.9	4420	40
"Argentina"	1960	"americas"	20600000	64.1	9020	41.4
"Armenia"	1960	"europe"	1870000	62	2520	41
"Australia"	1960	"asia"	10300000	71.3	14300	35.2
"Austria"	1960	"europe"	7070000	68.7	12100	29.2
"Azerbaijan"	1960	"europe"	3900000	57.8	5080	42.5
"Bahamas"	1960	"americas"	110000	61.9	14800	40
"Bahrain"	1960	"asia"	162000	52.8	22600	40
"Bangladesh"	1960	"asia"	48200000	43.8	1060	24.9
"Barbados"	1960	"americas"	231000	64.5	4990	48.2
"Belarus"	1960	"europe"	8180000	70.6	3950	27.3
"Belgium"	1960	"europe"	9170000	69.6	12600	30.5
"Belize"	1960	"americas"	92100	60.7	2010	60.3
"Benin"	1960	"africa"	2430000	41.1	1190	35.9
"Bhutan"	1960	"asia"	223000	41.7	951	40.9
"Bolivia"	1960	"americas"	3690000	46.4	2690	45.1
"Bosnia and Herzegovina"	1960	"europe"	3230000	60.6	1760	30
"Botswana"	1960	"africa"	525000	52.1	972	53.6
"Brazil"	1960	"americas"	72200000	56.8	4440	44.3
"Brunei"	1960	"asia"	81700	61	67000	40
"Bulgaria"	1960	"europe"	7890000	69	4860	22.5
"Burkina Faso"	1960	"africa"	4830000	38.6	659	48.1
"Burundi"	1960	"africa"	2790000	42	645	35.9
"Cambodia"	1960	"asia"	5720000	43.9	1550	42
"Cameroon"	1960	"africa"	5180000	46.1	1850	36.4
"Canada"	1960	"americas"	17900000	71.1	14400	33
"Cape Verde"	1960	"africa"	202000	53.6	837	52.5
"Central African Republic"	1960	"africa"	1500000	41.4	1430	65.7
"Chad"	1960	"africa"	3000000	44.5	1470	25.2
"Chile"	1960	"americas"	7720000	58.2	5940	68
"China"	1960	"asia"	658000000	30.9	891	25.3
"Colombia"	1960	"americas"	16500000	61	3480	62.3
"Comoros"	1960	"africa"	191000	46.3	1030	44.6
"Congo, Dem. Rep."	1960	"africa"	15200000	46.5	2240	42.4
"Congo, Rep."	1960	"africa"	1040000	44.9	2170	42.4
"Costa Rica"	1960	"americas"	1330000	63.4	4260	47.1
"Cote d Ivoire"	1960	"africa"	3560000	42.4	2490	47.1
"Croatia"	1960	"europe"	4190000	64.4	7680	21.8
"Cuba"	1960	"americas"	7140000	65.6	9420	37.6
"Cyprus"	1960	"europe"	573000	67.7	5520	30.1
"Czech Republic"	1960	"europe"	9590000	70.6	11900	19.8
"Denmark"	1960	"europe"	4580000	72.2	15300	22.9
"Djibouti"	1960	"africa"	83600	52.6	3760	36.5
"Dominican Republic"	1960	"americas"	3290000	57	2650	42.3
"Ecuador"	1960	"americas"	4550000	57.5	4450	41.9
"Egypt"	1960	"africa"	27000000	47.5	2030	25
"El Salvador"	1960	"americas"	2760000	53.2	4000	41.2
"Equatorial Guinea"	1960	"africa"	255000	40.5	659	40
"Eritrea"	1960	"africa"	1400000	41.4	919	40
"Estonia"	1960	"europe"	1220000	69.2	7200	42.7
"Ethiopia"	1960	"africa"	22200000	39	656	51.2
"Fiji"	1960	"asia"	393000	59.8	3580	35.3
"Finland"	1960	"europe"	4430000	68.7	10600	34.1
"France"	1960	"europe"	45900000	70.7	11700	42.4
"Gabon"	1960	"africa"	499000	43.7	1440	64.8
"Gambia"	1960	"africa"	368000	45.1	1200	39.6
"Georgia"	1960	"europe"	4010000	61	3270	28.9
"Germany"	1960	"europe"	73400000	69.2	14800	32.6
"Ghana"	1960	"africa"	6650000	50.8	2250	39.3
"Greece"	1960	"europe"	8270000	70.4	6150	46.8
"Grenada"	1960	"americas"	89900	63	2070	40
"Guatemala"	1960	"americas"	4210000	44.6	3300	56.1
"Guinea"	1960	"africa"	3580000	42.1	805	52.6
"Guinea-Bissau"	1960	"africa"	616000	39	1210	39.7
"Guyana"	1960	"americas"	572000	59.4	3100	43.2
"Haiti"	1960	"americas"	3870000	40.9	2300	59.7
"Honduras"	1960	"americas"	2040000	50.1	2510	66.4
"Hungary"	1960	"europe"	10000000	68	9140	21.6
"Iceland"	1960	"europe"	176000	74.2	11100	25.8
"India"	1960	"asia"	449000000	41.5	1040	34
"Indonesia"	1960	"asia"	87800000	45.9	1750	42.1
"Iran"	1960	"asia"	21900000	48.7	5420	56.4
"Iraq"	1960	"asia"	7290000	49.8	6080	45.9
"Ireland"	1960	"europe"	2820000	70.5	7800	44.2
"Israel"	1960	"asia"	2090000	67.3	7000	34.9
"Italy"	1960	"europe"	49700000	69.1	10400	41.1
"Jamaica"	1960	"americas"	1630000	64.7	5400	43.4
"Japan"	1960	"asia"	93700000	68	4840	29.1
"Jordan"	1960	"asia"	932000	54.2	4060	36.9
"Kazakhstan"	1960	"asia"	10000000	59.4	8480	37.7
"Kenya"	1960	"africa"	8110000	50.9	1890	77
"Kiribati"	1960	"asia"	41200	49.8	2830	37
"Kuwait"	1960	"asia"	270000	63.2	19300	40
"Kyrgyz Republic"	1960	"asia"	2170000	55.5	2780	36.8
"Lao"	1960	"asia"	2120000	39.7	1240	35.2
"Latvia"	1960	"europe"	2130000	70.2	5510	27.8
"Lebanon"	1960	"asia"	1800000	63.7	8910	46.1
"Lesotho"	1960	"africa"	852000	52.4	564	56
"Liberia"	1960	"africa"	1120000	41.3	1760	36.5
"Libya"	1960	"africa"	1450000	49.5	12000	40
"Lithuania"	1960	"europe"	2770000	70.3	9090	29.1
"Luxembourg"	1960	"europe"	315000	69.5	22400	27.7
"Macedonia, FYR"	1960	"europe"	1490000	61.6	4030	39.4
"Madagascar"	1960	"africa"	5100000	44.8	2280	45
"Malawi"	1960	"africa"	3620000	40.3	522	47.1
"Malaysia"	1960	"asia"	8160000	59.6	3000	47.1
"Maldives"	1960	"asia"	89900	32.2	1090	41.3
"Mali"	1960	"africa"	5260000	34	834	53.9
"Malta"	1960	"europe"	312000	66.7	2780	28
"Mauritania"	1960	"africa"	858000	47.5	1670	40.3
"Mauritius"	1960	"africa"	660000	56.8	2760	38.6
"Mexico"	1960	"americas"	38200000	57.7	6000	47.5
"Micronesia, Fed. Sts."	1960	"asia"	44500	56.1	1420	42.4
"Moldova"	1960	"europe"	3000000	59.9	3710	20.7
"Mongolia"	1960	"asia"	956000	47.7	1210	32
"Montenegro"	1960	"europe"	487000	66	6610	30.2
"Morocco"	1960	"africa"	12300000	50.7	1950	45.8
"Mozambique"	1960	"africa"	7390000	41.7	472	54.4
"Myanmar"	1960	"asia"	21000000	40.8	815	32.6
"Namibia"	1960	"africa"	603000	51.5	4680	49.6
"Nepal"	1960	"asia"	10100000	43.8	958	30.6
"Netherlands"	1960	"europe"	11400000	73.5	13100	40.1
"New Zealand"	1960	"asia"	2370000	71.5	16200	32.4
"Nicaragua"	1960	"americas"	1770000	50.8	4280	47.9
"Niger"	1960	"africa"	3390000	42	1200	38.7
"Nigeria"	1960	"africa"	45100000	49	3820	49
"North Korea"	1960	"asia"	11400000	57.3	1540	37
"Norway"	1960	"europe"	3580000	73.5	15400	28.2
"Oman"	1960	"asia"	552000	43	4650	40
"Pakistan"	1960	"asia"	44900000	49.1	1210	32.7
"Palestine"	1960	"asia"	1070000	54.7	1140	34
"Panama"	1960	"americas"	1130000	63.2	4080	57.4
"Papua New Guinea"	1960	"asia"	2010000	44.4	1090	52.6
"Paraguay"	1960	"americas"	1900000	67.4	2940	40.8
"Peru"	1960	"americas"	10100000	43	5380	57.1
"Philippines"	1960	"asia"	26300000	59.8	2600	44.8
"Poland"	1960	"europe"	29600000	67.8	6320	22.1
"Portugal"	1960	"europe"	8890000	64.4	5460	46.9
"Qatar"	1960	"asia"	47400	60.3	15400	40
"Romania"	1960	"europe"	18600000	66	6060	19.3
"Russia"	1960	"europe"	120000000	68.2	10900	25.9
"Rwanda"	1960	"africa"	2930000	44.2	635	37.1
"Samoa"	1960	"asia"	109000	58.2	3340	42.1
"Sao Tome and Principe"	1960	"africa"	64300	52.5	1240	32.1
"Saudi Arabia"	1960	"asia"	4090000	54.9	10200	40
"Senegal"	1960	"africa"	3210000	45.5	2020	66
"Serbia"	1960	"europe"	7560000	64.8	6950	38.7
"Seychelles"	1960	"africa"	41500	60.9	6030	41.3
"Sierra Leone"	1960	"africa"	2300000	39.1	1280	52.5
"Singapore"	1960	"asia"	1630000	66	4990	45.6
"Slovak Republic"	1960	"europe"	4140000	70.5	8810	26
"Slovenia"	1960	"europe"	1590000	67.4	8160	30.5
"Solomon Islands"	1960	"asia"	118000	49.5	1110	46.1
"Somalia"	1960	"africa"	2760000	44.2	1210	46.4
"South Africa"	1960	"africa"	17500000	52.7	7870	66
"South Korea"	1960	"asia"	25300000	53.6	1150	31.5
"South Sudan"	1960	"africa"	2960000	42.3	2450	45
"Spain"	1960	"europe"	30500000	69	5740	24.5
"Sri Lanka"	1960	"asia"	9870000	60	1880	36.4
